sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
4020,0.0,0.0,0.0,0.0,0.0025243759155273438,1,1,1,0,0,1,0.0,0.00306
4080,0.0,0.0,0.0,0.0,0.001522064208984375,1,1,1,0,0,1,0.0,0.00322
4140,0.0,0.0,0.0005054473876953125,0.0,0.0015177726745605469,1,1,1,0,0,1,0.0,0.00323
4200,0.0,0.0,0.0,0.0,0.0015327930450439453,0,0,0,0,0,0,0.0,0.00256
4260,0.0,0.0,0.0,0.0,0.0015840530395507812,0,0,0,0,0,0,0.01907,0.00265
4320,0.0,0.007608175277709961,0.0,0.0015146732330322266,0.0025434494018554688,0,0,5,0,1,0,0.049019999999999994,0.0119
4380,0.0,0.0,0.0,0.0,0.0015499591827392578,1,1,1,0,0,1,0.0138,0.00316
4440,0.0,0.0059430599212646484,0.0,0.006288290023803711,0.003133535385131836,1,1,6,0,1,1,0.04793,0.01648
4500,0.0,0.0,0.0,0.0,0.0019519329071044922,2,2,2,0,0,2,0.0,0.0034
4560,0.0,0.03775382041931152,0.0,0.004886150360107422,0.0034444332122802734,1,3,7,0,1,2,0.04405,0.04625
4620,0.0,0.014357805252075195,0.0,0.05438876152038574,0.0036270618438720703,5,4,9,0,2,1,0.11896000000000001,0.07401
4680,0.0,0.038100242614746094,0.0018086433410644531,0.0,0.0032196044921875,2,4,6,0,1,3,0.05665,0.04457
4740,0.0,0.0,0.008978128433227539,0.0005068778991699219,0.0031371116638183594,6,5,5,0,1,3,0.0,0.01359
4800,0.0,0.0,0.0,0.0,0.0031087398529052734,2,2,2,0,0,3,0.0,0.00374
4860,0.0,0.0,0.0,0.0,0.0033254623413085938,1,1,1,0,0,2,0.03078,0.00325
4920,0.0,0.032099246978759766,0.0,0.003141641616821289,0.0021944046020507812,1,1,5,0,1,2,0.07997,0.03864
4980,0.0,0.0,0.0,0.007759571075439453,0.0016446113586425781,2,2,2,0,0,2,0.05475,0.01001
5040,0.0,0.0,0.0,0.0,0.0015549659729003906,2,2,2,0,0,2,0.0,0.00332
5100,0.0,0.03908181190490723,0.0,0.0017917156219482422,0.0016176700592041016,1,1,5,0,1,1,0.05786,0.0446
5160,0.0,0.032269954681396484,0.0,0.00154876708984375,0.0030527114868164062,2,2,6,0,1,2,0.03426,0.03734
5220,0.0,0.0,0.0,0.0,0.002026081085205078,3,3,3,0,0,3,0.01424,0.00398
5280,0.0,0.0,0.0,0.0,0.0031859874725341797,3,3,3,0,0,3,0.0,0.00361
5340,0.0,0.0,0.0,0.0,0.0021109580993652344,2,2,2,0,0,2,0.0,0.00358
5400,0.0,0.014102935791015625,0.0,0.0,0.004803657531738281,1,1,6,0,1,1,0.05497,0.01974
5460,0.0,0.010571002960205078,0.0,0.019127607345581055,0.0035402774810791016,2,2,13,0,2,2,0.05258,0.03508
5520,0.0,0.0562891960144043,0.001016855239868164,0.05536460876464844,0.0040721893310546875,2,4,12,0,3,3,0.12903,0.11844
5580,0.0,0.013609886169433594,0.02118396759033203,0.021165847778320312,0.0030205249786376953,9,8,15,0,4,3,0.12196,0.06111
5640,0.0,0.0,0.01825261116027832,0.006102800369262695,0.0025730133056640625,8,7,7,0,2,4,0.0,0.02864
5700,0.0,0.046031951904296875,0.0,0.015706300735473633,0.003204822540283203,4,6,11,0,3,4,0.09276999999999999,0.06645
5760,0.0,0.032959699630737305,0.0046384334564208984,0.01855182647705078,0.0031485557556152344,7,9,13,0,3,5,0.03556,0.0623
5820,0.0,0.0,0.007811307907104492,0.03163862228393555,0.0031690597534179688,7,7,7,0,2,4,0.0,0.04477
5880,0.0,0.0,0.0,0.0030527114868164062,0.0025572776794433594,5,5,5,0,1,4,0.0,0.00738
5940,0.0,0.0,0.0,0.0,0.0032525062561035156,4,4,4,0,0,4,0.0,0.00425
6000,0.0,0.0,0.0016169548034667969,0.0,0.0013802051544189453,4,4,4,0,0,4,0.0,0.00389
6060,0.0,0.017640352249145508,0.0,0.0015752315521240234,0.003399372100830078,1,3,7,0,1,2,0.01852,0.02326
6120,0.0,0.0,0.0,0.0015988349914550781,0.001913309097290039,1,1,1,0,0,1,0.0,0.00446
6180,0.0,0.0,0.0,0.0015990734100341797,0.0018396377563476562,1,1,1,0,0,1,0.0,0.00334
6240,0.0,0.0335385799407959,0.0,0.0015180110931396484,0.002524852752685547,0,0,5,0,1,0,0.03335,0.03706
6300,0.0,0.0,0.0,0.0,0.0015439987182617188,1,1,1,0,0,1,0.0,0.00327
6360,0.0,0.0,0.0,0.0,0.0025637149810791016,1,1,1,0,0,1,0.0,0.00311
6420,0.0,0.0,0.0,0.0,0.002925395965576172,1,1,1,0,0,1,0.03746,0.00303
6480,0.0,0.0,0.0,0.0,0.0020847320556640625,1,1,1,0,0,1,0.0,0.00304
6540,0.0,0.017123937606811523,0.0,0.0015902519226074219,0.003129243850708008,0,0,5,0,1,0,0.01878,0.02279
6600,0.0,0.03727293014526367,0.0,0.0015995502471923828,0.0031604766845703125,1,1,6,0,1,1,0.07830000000000001,0.04287
6660,0.0,0.038388729095458984,0.0,0.003164052963256836,0.0031006336212158203,3,2,9,0,2,0,0.07185,0.0453
6720,0.0,0.0,0.0,0.0,0.0034666061401367188,4,3,3,0,1,1,0.0,0.00409
6780,0.0,0.0,0.0,0.0,0.0015785694122314453,2,2,2,0,0,2,0.0,0.00349
6840,0.0,0.0,0.0,0.0,0.0031824111938476562,1,1,1,0,0,1,0.061619999999999994,0.00322
6900,0.0,0.0275418758392334,0.0015621185302734375,0.0,0.0015137195587158203,1,1,5,0,1,1,0.07147,0.03227
6960,0.0,0.0,0.0,0.0,0.0020797252655029297,2,2,2,0,0,2,0.0,0.00345
7020,0.0,0.0,0.0,0.0,0.0020399093627929688,2,2,2,0,0,2,0.0,0.00333
7080,0.0,0.0,0.0,0.0,0.002076387405395508,1,1,1,0,0,1,0.0,0.00348
7140,0.0,0.0,0.0010077953338623047,0.0,0.002023935317993164,1,1,1,0,0,1,0.04311,0.00349
